date,lat,lon,rainfall
2017-02-21,19.375,72.875,0.0
2017-02-21,19.375,73.125,0.0
2017-02-22,18.875,72.625,
2017-02-22,18.875,72.875,0.0
2017-02-22,18.875,73.125,0.0
2017-02-22,19.125,72.625,
2017-02-22,19.125,72.875,0.0
2017-02-22,19.125,73.125,0.0
2017-02-22,19.375,72.625,
2017-02-22,19.375,72.875,0.0
2017-02-22,19.375,73.125,0.0
2017-02-23,18.875,72.625,
2017-02-23,18.875,72.875,0.0
2017-02-23,18.875,73.125,0.0
2017-02-23,19.125,72.625,
2017-02-23,19.125,72.875,0.0
2017-02-23,19.125,73.125,0.0
2017-02-23,19.375,72.625,
2017-02-23,19.375,72.875,0.0
2017-02-23,19.375,73.125,0.0
2017-02-24,18.875,72.625,
2017-02-24,18.875,72.875,0.0
2017-02-24,18.875,73.125,0.0
2017-02-24,19.125,72.625,
2017-02-24,19.125,72.875,0.0
2017-02-24,19.125,73.125,0.0
2017-02-24,19.375,72.625,
2017-02-24,19.375,72.875,0.0
2017-02-24,19.375,73.125,0.0
2017-02-25,18.875,72.625,
2017-02-25,18.875,72.875,0.0
2017-02-25,18.875,73.125,0.0
2017-02-25,19.125,72.625,
2017-02-25,19.125,72.875,0.0
2017-02-25,19.125,73.125,0.0
2017-02-25,19.375,72.625,
2017-02-25,19.375,72.875,0.0
2017-02-25,19.375,73.125,0.0
2017-02-26,18.875,72.625,
2017-02-26,18.875,72.875,0.0
2017-02-26,18.875,73.125,0.0
2017-02-26,19.125,72.625,
2017-02-26,19.125,72.875,0.0
2017-02-26,19.125,73.125,0.0
2017-02-26,19.375,72.625,
2017-02-26,19.375,72.875,0.0
2017-02-26,19.375,73.125,0.0
2017-02-27,18.875,72.625,
2017-02-27,18.875,72.875,0.0
2017-02-27,18.875,73.125,0.0
2017-02-27,19.125,72.625,
2017-02-27,19.125,72.875,0.0
2017-02-27,19.125,73.125,0.0
2017-02-27,19.375,72.625,
2017-02-27,19.375,72.875,0.0
2017-02-27,19.375,73.125,0.0
2017-02-28,18.875,72.625,
2017-02-28,18.875,72.875,0.0
2017-02-28,18.875,73.125,0.0
2017-02-28,19.125,72.625,
2017-02-28,19.125,72.875,0.0
2017-02-28,19.125,73.125,0.0
2017-02-28,19.375,72.625,
2017-02-28,19.375,72.875,0.0
2017-02-28,19.375,73.125,0.0
2017-03-01,18.875,72.625,
2017-03-01,18.875,72.875,0.0
2017-03-01,18.875,73.125,0.0
2017-03-01,19.125,72.625,
2017-03-01,19.125,72.875,0.0
2017-03-01,19.125,73.125,0.0
2017-03-01,19.375,72.625,
2017-03-01,19.375,72.875,0.0
2017-03-01,19.375,73.125,0.0
2017-03-02,18.875,72.625,
2017-03-02,18.875,72.875,0.0
2017-03-02,18.875,73.125,0.0
2017-03-02,19.125,72.625,
2017-03-02,19.125,72.875,0.0
2017-03-02,19.125,73.125,0.0
2017-03-02,19.375,72.625,
2017-03-02,19.375,72.875,0.0
2017-03-02,19.375,73.125,0.0
2017-03-03,18.875,72.625,
2017-03-03,18.875,72.875,0.0
2017-03-03,18.875,73.125,0.0
2017-03-03,19.125,72.625,
2017-03-03,19.125,72.875,0.0
2017-03-03,19.125,73.125,0.0
2017-03-03,19.375,72.625,
2017-03-03,19.375,72.875,0.0
2017-03-03,19.375,73.125,0.0
2017-03-04,18.875,72.625,
2017-03-04,18.875,72.875,0.0
2017-03-04,18.875,73.125,0.0
2017-03-04,19.125,72.625,
2017-03-04,19.125,72.875,0.0
2017-03-04,19.125,73.125,0.0
2017-03-04,19.375,72.625,
2017-03-04,19.375,72.875,0.0
2017-03-04,19.375,73.125,0.0
2017-03-05,18.875,72.625,
2017-03-05,18.875,72.875,0.0
2017-03-05,18.875,73.125,0.0
2017-03-05,19.125,72.625,
2017-03-05,19.125,72.875,0.0
2017-03-05,19.125,73.125,0.0
2017-03-05,19.375,72.625,
2017-03-05,19.375,72.875,0.0
2017-03-05,19.375,73.125,0.0
2017-03-06,18.875,72.625,
2017-03-06,18.875,72.875,0.0
2017-03-06,18.875,73.125,0.0
2017-03-06,19.125,72.625,
2017-03-06,19.125,72.875,0.0
2017-03-06,19.125,73.125,0.0
2017-03-06,19.375,72.625,
2017-03-06,19.375,72.875,0.0
2017-03-06,19.375,73.125,0.0
2017-03-07,18.875,72.625,
2017-03-07,18.875,72.875,0.0
2017-03-07,18.875,73.125,0.0
2017-03-07,19.125,72.625,
2017-03-07,19.125,72.875,0.0
2017-03-07,19.125,73.125,0.0
2017-03-07,19.375,72.625,
2017-03-07,19.375,72.875,0.0
2017-03-07,19.375,73.125,0.0
2017-03-08,18.875,72.625,
2017-03-08,18.875,72.875,0.0
2017-03-08,18.875,73.125,0.0
2017-03-08,19.125,72.625,
2017-03-08,19.125,72.875,0.0
2017-03-08,19.125,73.125,0.0
2017-03-08,19.375,72.625,
2017-03-08,19.375,72.875,0.0
2017-03-08,19.375,73.125,0.0
2017-03-09,18.875,72.625,
2017-03-09,18.875,72.875,0.0
2017-03-09,18.875,73.125,0.0
2017-03-09,19.125,72.625,
2017-03-09,19.125,72.875,0.0
2017-03-09,19.125,73.125,0.0
2017-03-09,19.375,72.625,
2017-03-09,19.375,72.875,0.0
2017-03-09,19.375,73.125,0.0
2017-03-10,18.875,72.625,
2017-03-10,18.875,72.875,0.0
2017-03-10,18.875,73.125,0.0
2017-03-10,19.125,72.625,
2017-03-10,19.125,72.875,0.0
2017-03-10,19.125,73.125,0.0
2017-03-10,19.375,72.625,
2017-03-10,19.375,72.875,0.0
2017-03-10,19.375,73.125,0.0
2017-03-11,18.875,72.625,
2017-03-11,18.875,72.875,0.0
2017-03-11,18.875,73.125,0.0
2017-03-11,19.125,72.625,
2017-03-11,19.125,72.875,0.0
2017-03-11,19.125,73.125,0.0
2017-03-11,19.375,72.625,
2017-03-11,19.375,72.875,0.0
2017-03-11,19.375,73.125,0.0
2017-03-12,18.875,72.625,
2017-03-12,18.875,72.875,0.0
2017-03-12,18.875,73.125,0.0
2017-03-12,19.125,72.625,
2017-03-12,19.125,72.875,0.0
2017-03-12,19.125,73.125,0.0
2017-03-12,19.375,72.625,
2017-03-12,19.375,72.875,0.0
2017-03-12,19.375,73.125,0.0
2017-03-13,18.875,72.625,
2017-03-13,18.875,72.875,0.0
2017-03-13,18.875,73.125,0.0
2017-03-13,19.125,72.625,
2017-03-13,19.125,72.875,0.0
2017-03-13,19.125,73.125,0.0
2017-03-13,19.375,72.625,
2017-03-13,19.375,72.875,0.0
2017-03-13,19.375,73.125,0.0
2017-03-14,18.875,72.625,
2017-03-14,18.875,72.875,0.0
2017-03-14,18.875,73.125,0.0
2017-03-14,19.125,72.625,
2017-03-14,19.125,72.875,0.0
2017-03-14,19.125,73.125,0.0
2017-03-14,19.375,72.625,
2017-03-14,19.375,72.875,0.0
2017-03-14,19.375,73.125,0.0
2017-03-15,18.875,72.625,
2017-03-15,18.875,72.875,0.0
2017-03-15,18.875,73.125,0.0
2017-03-15,19.125,72.625,
2017-03-15,19.125,72.875,0.0
2017-03-15,19.125,73.125,0.0
2017-03-15,19.375,72.625,
2017-03-15,19.375,72.875,0.0
2017-03-15,19.375,73.125,0.0
2017-03-16,18.875,72.625,
2017-03-16,18.875,72.875,0.0
2017-03-16,18.875,73.125,0.0
2017-03-16,19.125,72.625,
2017-03-16,19.125,72.875,0.0
2017-03-16,19.125,73.125,0.0
2017-03-16,19.375,72.625,
2017-03-16,19.375,72.875,0.0
2017-03-16,19.375,73.125,0.0
2017-03-17,18.875,72.625,
2017-03-17,18.875,72.875,0.0
2017-03-17,18.875,73.125,0.0
2017-03-17,19.125,72.625,
2017-03-17,19.125,72.875,0.0
2017-03-17,19.125,73.125,0.0
2017-03-17,19.375,72.625,
2017-03-17,19.375,72.875,0.0
2017-03-17,19.375,73.125,0.0
2017-03-18,18.875,72.625,
2017-03-18,18.875,72.875,0.0
2017-03-18,18.875,73.125,0.0
2017-03-18,19.125,72.625,
2017-03-18,19.125,72.875,0.0
2017-03-18,19.125,73.125,0.0
2017-03-18,19.375,72.625,
2017-03-18,19.375,72.875,0.0
2017-03-18,19.375,73.125,0.0
2017-03-19,18.875,72.625,
2017-03-19,18.875,72.875,0.0
2017-03-19,18.875,73.125,0.0
2017-03-19,19.125,72.625,
2017-03-19,19.125,72.875,0.0
2017-03-19,19.125,73.125,0.0
2017-03-19,19.375,72.625,
2017-03-19,19.375,72.875,0.0
2017-03-19,19.375,73.125,0.0
2017-03-20,18.875,72.625,
2017-03-20,18.875,72.875,0.0
2017-03-20,18.875,73.125,0.0
2017-03-20,19.125,72.625,
2017-03-20,19.125,72.875,0.0
2017-03-20,19.125,73.125,0.0
2017-03-20,19.375,72.625,
2017-03-20,19.375,72.875,0.0
2017-03-20,19.375,73.125,0.0
2017-03-21,18.875,72.625,
2017-03-21,18.875,72.875,0.0
2017-03-21,18.875,73.125,0.0
2017-03-21,19.125,72.625,
2017-03-21,19.125,72.875,0.0
2017-03-21,19.125,73.125,0.0
2017-03-21,19.375,72.625,
2017-03-21,19.375,72.875,0.0
2017-03-21,19.375,73.125,0.0
2017-03-22,18.875,72.625,
2017-03-22,18.875,72.875,0.0
2017-03-22,18.875,73.125,0.0
2017-03-22,19.125,72.625,
2017-03-22,19.125,72.875,0.0
2017-03-22,19.125,73.125,0.0
2017-03-22,19.375,72.625,
2017-03-22,19.375,72.875,0.0
2017-03-22,19.375,73.125,0.0
2017-03-23,18.875,72.625,
2017-03-23,18.875,72.875,0.0
2017-03-23,18.875,73.125,0.0
2017-03-23,19.125,72.625,
2017-03-23,19.125,72.875,0.0
2017-03-23,19.125,73.125,0.0
2017-03-23,19.375,72.625,
2017-03-23,19.375,72.875,0.0
2017-03-23,19.375,73.125,0.0
2017-03-24,18.875,72.625,
2017-03-24,18.875,72.875,0.0
2017-03-24,18.875,73.125,0.0
2017-03-24,19.125,72.625,
2017-03-24,19.125,72.875,0.0
2017-03-24,19.125,73.125,0.0
2017-03-24,19.375,72.625,
2017-03-24,19.375,72.875,0.0
2017-03-24,19.375,73.125,0.0
2017-03-25,18.875,72.625,
2017-03-25,18.875,72.875,0.0
2017-03-25,18.875,73.125,0.0
2017-03-25,19.125,72.625,
2017-03-25,19.125,72.875,0.0
2017-03-25,19.125,73.125,0.0
2017-03-25,19.375,72.625,
2017-03-25,19.375,72.875,0.0
2017-03-25,19.375,73.125,0.0
2017-03-26,18.875,72.625,
2017-03-26,18.875,72.875,0.0
2017-03-26,18.875,73.125,0.0
2017-03-26,19.125,72.625,
2017-03-26,19.125,72.875,0.0
2017-03-26,19.125,73.125,0.0
2017-03-26,19.375,72.625,
2017-03-26,19.375,72.875,0.0
2017-03-26,19.375,73.125,0.0
2017-03-27,18.875,72.625,
2017-03-27,18.875,72.875,0.0
2017-03-27,18.875,73.125,0.0
2017-03-27,19.125,72.625,
2017-03-27,19.125,72.875,0.0
2017-03-27,19.125,73.125,0.0
2017-03-27,19.375,72.625,
2017-03-27,19.375,72.875,0.0
2017-03-27,19.375,73.125,0.0
